"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"185707","occ","","","18220","Brachypsalis modicus","species","44676","Barstovian","","15.97","13.6","1571"
"185708","occ","5809","","18220","Pseudaelurus stouti","species","47825","Barstovian","","15.97","13.6","3072"
"185715","occ","","","18221","Leptocyon","genus","41218","Clarendonian","","13.6","10.3","3510"
"185716","occ","","","18221","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","3510"
"185733","occ","","","18222","Cynarctus crucidens","species","45442","Clarendonian","","13.6","10.3","3558"
"185734","occ","","","18222","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3558"
"185735","occ","5818","","18222","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","1032"
"185736","occ","","","18222","Epicyon haydeni","species","44847","Clarendonian","","13.6","10.3","3558"
"185747","occ","5824","","18223","Borophaginae","subfamily","83323","Barstovian","","15.97","13.6","6294"
"185752","occ","5826","","18225","Plesiosorex","genus","40440","Hemphillian","","10.3","4.9","3510"
"185753","occ","","","18225","Sorex edwardsi","species","51641","Hemphillian","","10.3","4.9","2218"
"185754","occ","","","18225","Sorex yatkolai","species","51672","Hemphillian","","10.3","4.9","2218"
"185755","occ","","","18225","Sorex","genus","40486","Hemphillian","","10.3","4.9","2218"
"185756","occ","","","18225","Alluvisorex arcadentes","species","43905","Hemphillian","","10.3","4.9","2218"
"185757","occ","11115","","18225","Crusafontina magna","species","44116","Hemphillian","","10.3","4.9","11139"
"185758","occ","","","18225","Limnoecus","genus","40471","Hemphillian","","10.3","4.9","2218"
"185773","occ","5830","","18225","Epicyon haydeni","species","44847","Hemphillian","","10.3","4.9","6294"
"185774","occ","","","18225","Vulpes stenognathus","species","52688","Hemphillian","","10.3","4.9","2218"
"185775","occ","","","18225","Mustela","genus","41139","Hemphillian","","10.3","4.9","2218"
"185776","occ","","","18225","Nimravides","genus","41065","Hemphillian","","10.3","4.9","2218"
"185792","occ","","","18226","Ischyrocyon","genus","41287","Clarendonian","","13.6","10.3","3564"
"185798","occ","","","18227","Barbourofelis morrisi","species","44430","Clarendonian","","13.6","10.3","3077"
"185799","occ","","","18227","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3558"
"185800","occ","","","18227","Paratomarctus euthos","species","45458","Clarendonian","","13.6","10.3","3558"
"185801","occ","","","18227","Carpocyon robustus","species","52388","Clarendonian","","13.6","10.3","3558"
"185802","occ","","","18227","Epicyon haydeni","species","44847","Clarendonian","","13.6","10.3","1032"
"185803","occ","","","18227","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","1032"
"185818","occ","5842","","18230","Borophaginae","subfamily","83323","Clarendonian","","13.6","10.3","6294"
"185819","occ","","","18230","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3564"
"185820","occ","","","18230","Ischyrocyon gidleyi","species","45772","Clarendonian","","13.6","10.3","3564"
"185827","occ","","","18232","Leptocyon vafer","species","44886","Barstovian","","15.97","13.6","3239"
"185832","occ","5846","","18233","Borophaginae","subfamily","83323","Clarendonian","","13.6","10.3","6294"
"185833","occ","5847","","18233","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","3558"
"185834","occ","5848","","18233","Borophaginae","subfamily","83323","Clarendonian","","13.6","10.3","6294"
"185835","occ","","","18233","Ischyrocyon","genus","41287","Clarendonian","","13.6","10.3","3564"
"185837","occ","","","18233","Leptarctus","genus","41119","Clarendonian","","13.6","10.3","3564"
"185838","occ","","","18233","Felidae","family","41045","Clarendonian","","13.6","10.3","3564"
"185863","occ","","","18235","Canidae","family","41189","Barstovian","Clarendonian","15.97","10.3","3510"
"185864","occ","","","18235","Plionictis ogygia","species","47921","Barstovian","Clarendonian","15.97","10.3","3510"
"185865","occ","","","18235","Mionictis","genus","41138","Barstovian","Clarendonian","15.97","10.3","3510"
"185872","occ","","","18236","Epicyon haydeni","species","44847","Clarendonian","Hemphillian","13.6","4.9","2218"
"185873","occ","","","18236","Barbourofelis morrisi","species","44430","Clarendonian","Hemphillian","13.6","4.9","2218"
"185884","occ","31848","","18237","Leptarctus woodburnei","species","330756","Hemphillian","","10.3","4.9","56797"
"185915","occ","","","18241","Pratifelis martini","species","50657","Hemphillian","","10.3","4.9","1058"
"185916","occ","","","18241","Plesiogulo marshalli","species","44674","Hemphillian","","10.3","4.9","1058"
"185917","occ","5868","","18241","Borophagus secundus","species","44603","Hemphillian","","10.3","4.9","6294"
"185918","occ","","","18241","Agriotherium","genus","41303","Hemphillian","","10.3","4.9","1058"
"185927","occ","","","18242","Cynarctus voorhiesi","species","45449","Clarendonian","","13.6","10.3","3558"
"185928","occ","","","18242","Aelurodon ferox","species","43762","Clarendonian","","13.6","10.3","3558"
"185929","occ","","","18242","Paratomarctus euthos","species","45458","Clarendonian","","13.6","10.3","3558"
"185930","occ","","","18242","Carpocyon webbi","species","44936","Clarendonian","","13.6","10.3","3558"
"185932","occ","","","18242","Pseudocyon","genus","41294","Clarendonian","","13.6","10.3","1977"
"185937","occ","","","18243","Ischyrocyon gidleyi","species","45772","Clarendonian","","13.6","10.3","3564"
"185945","occ","","","18244","Barbourofelis whitfordi","species","46437","Clarendonian","","13.6","10.3","1952"
"185946","occ","","","18244","Cynarctus crucidens","species","45442","Clarendonian","","13.6","10.3","3558"
"185947","occ","","","18244","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","6207"
"185948","occ","","","18244","Paratomarctus euthos","species","45458","Clarendonian","","13.6","10.3","3558"
"185949","occ","","","18244","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","1032"
"185950","occ","","","18244","Mionictis","genus","41138","Clarendonian","","13.6","10.3","1799"
"185969","occ","","","18245","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3558"
"185970","occ","","","18245","Paratomarctus euthos","species","45458","Clarendonian","","13.6","10.3","3558"
"185971","occ","","","18245","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","3558"
"185980","occ","","","18246","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","3558"
"185981","occ","5874","","18247","Plesiosorex","genus","40440","Late Hemphillian","","10.3","4.9","6294"
"185982","occ","","","18247","Paracryptotis","genus","40479","Late Hemphillian","","10.3","4.9","3510"
"185983","occ","","","18247","Alluvisorex","genus","40446","Late Hemphillian","","10.3","4.9","3510"
"186000","occ","5879","","18247","Eucyon davisi","species","44836","Late Hemphillian","","10.3","4.9","6294"
"186001","occ","","","18247","Pliotaxidea nevadensis","species","52090","Late Hemphillian","","10.3","4.9","3510"
"186014","occ","","","18248","Aelurodon ferox","species","43762","Barstovian","","15.97","13.6","3558"
"186015","occ","","","18248","Amphicyonidae","family","41266","Barstovian","","15.97","13.6","781"
"186031","occ","","","18250","Pseudaelurus","genus","41072","Barstovian","","15.97","13.6","781"
"186036","occ","","","18251","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","3510"
"186045","occ","","","18253","Cynarctus crucidens","species","45442","Clarendonian","","13.6","10.3","3558"
"186046","occ","","","18254","Borophagus pugnator","species","50648","Hemphillian","","10.3","4.9","3558"
"186048","occ","","","18256","Aelurodon taxoides","species","43778","Clarendonian","Hemphillian","13.6","4.9","3558"
"186049","occ","","","18256","Epicyon saevus","species","44881","Clarendonian","Hemphillian","13.6","4.9","3558"
"186055","occ","","","18258","Epicyon saevus","species","44881","Hemphillian","","10.3","4.9","3558"
"186060","occ","","","18260","Cynarctus voorhiesi","species","45449","Clarendonian","","13.6","10.3","3558"
"186061","occ","","","18260","Aelurodon ferox","species","43762","Clarendonian","","13.6","10.3","3558"
"186062","occ","","","18260","Carpocyon webbi","species","44936","Clarendonian","","13.6","10.3","3558"
"186063","occ","","","18260","Pseudocyon","genus","41294","Clarendonian","","13.6","10.3","1977"
"186074","occ","5894","","18261","Pseudotrimylus","genus","40484","Barstovian","","15.97","13.6","6294"
"186089","occ","5899","","18261","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","6294"
"186090","occ","5900","","18261","Aelurodon ferox","species","43762","Barstovian","","15.97","13.6","6294"
"186091","occ","","","18261","Mustelidae","family","41086","Barstovian","","15.97","13.6","3510"
"186107","occ","","","18262","Aelurodon taxoides","species","43778","Early Clarendonian","","13.6","10.3","3558"
"186111","occ","","","18263","Vulpes","genus","41248","Hemphillian","","10.3","4.9","3405"
"186112","occ","5904","","18263","Borophagus","genus","41196","Hemphillian","","10.3","4.9","6294"
"186113","occ","","","18263","Epicyon","genus","41212","Hemphillian","","10.3","4.9","3405"
"186114","occ","","","18263","Ursidae","family","41301","Hemphillian","","10.3","4.9","3405"
"186115","occ","","","18263","Mustelidae","family","41086","Hemphillian","","10.3","4.9","3405"
"186116","occ","","","18263","Nimravides thinobates","species","51147","Hemphillian","","10.3","4.9","3405"
"186131","occ","","","18265","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","3558"
"186132","occ","","","18266","Aelurodon ferox","species","43762","Barstovian","","15.97","13.6","3558"
"186133","occ","","","18266","Ischyrocyon","genus","41287","Barstovian","","15.97","13.6","1977"
"186134","occ","","","18267","Aelurodon ferox","species","43762","Clarendonian","","13.6","10.3","3558"
"186135","occ","","","18268","Soricidae","family","40443","Clarendonian","","13.6","10.3","1710"
"186145","occ","5915","","18268","Paratomarctus euthos","species","45458","Clarendonian","","13.6","10.3","6294"
"186146","occ","","","18268","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","1710"
"186147","occ","5916","","18268","Carpocyon robustus","species","52388","Clarendonian","","13.6","10.3","3558"
"186148","occ","","","18268","Ischyrocyon gidleyi","species","45772","Clarendonian","","13.6","10.3","1710"
"186164","occ","5922","","18269","Canidae","family","41189","Clarendonian","Hemphillian","13.6","4.9","6294"
"186165","occ","","","18270","Aelurodon ferox","species","43762","Barstovian","Clarendonian","15.97","10.3","3558"
"186166","occ","","","18270","Carpocyon compressus","species","43761","Barstovian","Clarendonian","15.97","10.3","3558"
"186171","occ","5926","","18271","Aelurodon ferox","species","43762","Miocene","","23.03","5.333","6294"
"186172","occ","5927","","18271","Cynelos sinapius","species","43999","Miocene","","23.03","5.333","6294"
"186173","occ","","","18271","Brachypsalis pachycephalus","species","44678","Miocene","","23.03","5.333","3418"
"186174","occ","","","18271","Pseudaelurus marshi","species","51144","Miocene","","23.03","5.333","3418"
"186175","occ","","","18272","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","3558"
"186181","occ","","","18275","Plesiosorex donroosai","species","50468","Barstovian","","15.97","13.6","3510"
"186186","occ","","","18275","Alluvisorex","genus","40446","Barstovian","","15.97","13.6","3510"
"186190","occ","","","18275","Vespertilionidae","family","40663","Barstovian","","15.97","13.6","3510"
"186209","occ","5934","","18275","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","6294"
"186210","occ","","","18275","Aelurodon ferox","species","43762","Barstovian","","15.97","13.6","3510"
"186211","occ","","","18275","Cynarctus saxatilis","species","45448","Barstovian","","15.97","13.6","3510"
"186212","occ","","","18275","Leptocyon vafer","species","44886","Barstovian","","15.97","13.6","3510"
"186213","occ","","","18275","Amphicyonidae","family","41266","Barstovian","","15.97","13.6","3510"
"186214","occ","5935","","18275","Ursavus brevirhinus","species","52598","Barstovian","","15.97","13.6","1976"
"186215","occ","","","18275","Bassariscus antiquus","species","44453","Barstovian","","15.97","13.6","3510"
"186216","occ","","","18275","Arctonasua","genus","41251","Barstovian","","15.97","13.6","3510"
"186217","occ","","","18275","Plionictis ogygia","species","47921","Barstovian","","15.97","13.6","3510"
"186218","occ","","","18275","Parataxidea","genus","41148","Barstovian","","15.97","13.6","3510"
"186219","occ","9962","","18275","Leptarctus martini","species","47532","Barstovian","","15.97","13.6","6580"
"186220","occ","","","18275","Pliogale","genus","41154","Barstovian","","15.97","13.6","3510"
"186240","occ","","","18276","Plithocyon","genus","41323","Miocene","","23.03","5.333","1976"
"186242","occ","","","18277","Epicyon haydeni","species","44847","Clarendonian","","13.6","10.3","3558"
"186243","occ","","","18278","Aelurodon taxoides","species","43778","Clarendonian","Hemphillian","13.6","4.9","3558"
"186245","occ","","","18279","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3558"
"186249","occ","","","18281","Aelurodon ferox","species","43762","Barstovian","","15.97","13.6","3558"
"186250","occ","","","18281","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","3558"
"186256","occ","","","18282","Aelurodon ferox","species","43762","Miocene","","23.03","5.333","3558"
"186258","occ","","","18283","Aelurodon taxoides","species","43778","Miocene","","23.03","5.333","6207"
"186259","occ","5953","","18283","Paratomarctus euthos","species","45458","Miocene","","23.03","5.333","6294"
"186260","occ","5954","","18283","Cynarctus crucidens","species","45442","Miocene","","23.03","5.333","6294"
"186261","occ","","","18283","Leptarctus","genus","41119","Miocene","","23.03","5.333","6207"
"186266","occ","","","18284","Plesiosorex donroosai","species","50468","Barstovian","","15.97","13.6","3510"
"186267","occ","","","18284","Alluvisorex","genus","40446","Barstovian","","15.97","13.6","3510"
"186271","occ","","","18284","Antrozous","genus","40665","Barstovian","","15.97","13.6","3510"
"186301","occ","5966","","18284","Aelurodon ferox","species","43762","Barstovian","","15.97","13.6","6294"
"186302","occ","5967","","18284","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","6294"
"186303","occ","5968","","18284","Carpocyon compressus","species","43761","Barstovian","","15.97","13.6","6294"
"186304","occ","","","18284","Cynarctus saxatilis","species","45448","Barstovian","","15.97","13.6","3510"
"186305","occ","","","18284","Leptocyon vafer","species","44886","Barstovian","","15.97","13.6","3510"
"186306","occ","5969","","18284","Pseudocyon","genus","41294","Barstovian","","15.97","13.6","1977"
"186307","occ","5970","","18284","Ursidae","family","41301","Barstovian","","15.97","13.6","6294"
"186308","occ","5971","","18284","Bassariscus antiquus","species","44453","Barstovian","","15.97","13.6","6294"
"186309","occ","5972","","18284","Brachypsalis modicus","species","44676","Barstovian","","15.97","13.6","6294"
"186310","occ","5973","","18284","Mionictis pristinus","species","47807","Barstovian","","15.97","13.6","6294"
"186311","occ","","","18284","Miomustela madisonae","species","48857","Barstovian","","15.97","13.6","3510"
"186312","occ","","","18284","Plionictis ogygia","species","47921","Barstovian","","15.97","13.6","3510"
"186313","occ","","","18284","Martes parviloba","species","48863","Barstovian","","15.97","13.6","3510"
"186314","occ","","","18284","Leptarctus primus","species","47534","Barstovian","","15.97","13.6","3510"
"186315","occ","5974","","18284","Felidae","family","41045","Barstovian","","15.97","13.6","3510"
"186345","occ","","","18285","Carpocyon compressus","species","43761","Barstovian","","15.97","13.6","3558"
"186346","occ","","","18286","Carpocyon compressus","species","43761","Barstovian","","15.97","13.6","3558"
"186348","occ","","","18288","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3558"
"186351","occ","","","18291","Paratomarctus euthos","species","45458","Clarendonian","","13.6","10.3","3558"
"186353","occ","","","18293","Epicyon saevus","species","44881","Miocene","","23.03","5.333","3558"
"186354","occ","","","18294","Nimravides pedionomus","species","51145","Clarendonian","","13.6","10.3","3564"
"186366","occ","","","18295","Epicyon haydeni","species","44847","Clarendonian","Hemphillian","13.6","4.9","2218"
"186367","occ","","","18295","Epicyon saevus","species","44881","Clarendonian","Hemphillian","13.6","4.9","2218"
"186368","occ","","","18295","Aelurodon","genus","41190","Clarendonian","Hemphillian","13.6","4.9","2218"
"186369","occ","","","18295","Nimravides galiani","species","49164","Clarendonian","Hemphillian","13.6","4.9","2218"
"186390","occ","","","18298","Borophaginae","subfamily","83323","Late Clarendonian","late Early Hemphillian","13.6","4.9","3510"
